id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
HOMOLOGY-034,p02,homology.tex,homology.tex:6384,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The vanishing condition is printed F^{p+r}K^n=0.","The immediately preceding inverse-image condition is in K^{n+1}, so the simplifying vanishing must also be in degree n+1.","Replace K^n by K^{n+1}.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-035,p02,homology.tex,homology.tex:6399-6400,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Part (4) says E_r^{p,q} lies in C without quantifying p and q and leaves the clause defining C grammatically incomplete.","The conclusion requires membership for every bidegree, and C is the weak Serre subcategory fixed by the hypothesis.","Quantify all p,q in Z and complete the clause 'where C is a weak Serre subcategory of A'.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-036,p02,homology.tex,homology.tex:6442,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The proof refers to the smallest Serre subcategory although the lemma fixes the smallest weak Serre subcategory.","The argument uses the weak Serre closure specified in the statement, not the generally larger Serre closure.","Insert 'weak' before 'Serre'.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-037,p02,homology.tex,homology.tex:6516-6522,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Two cohomological indices in the convergence argument are printed n-1.","The maps and filtration pieces in the surrounding diagram are in the fixed degree n; using n-1 breaks the stated identification.","Replace the two erroneous n-1 indices by n.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-038,p02,homology.tex,homology.tex:6999,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"A differential in the shifted resolution is indexed d^n where the displayed source degree is -n.","The element under discussion lies in cohomological degree -n and must be acted on by d^{-n}.","Replace d^n by d^{-n}.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-039,p02,homology.tex,homology.tex:7003,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The lifting sentence assigns y to the wrong term and reverses the displayed differential equation.","To lift the cocycle x, one needs y in T^{-1} with d(y)=x in the exact complex.","Restore y in T^{-1} and d(y)=x.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-040,p02,homology.tex,homology.tex:7043,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The recursive resolution is indexed B_n=A_n.","The construction advances one step at a time, so the object built from A_n is B_{n+1}; the stated base and induction require n>=0.","Replace B_n=A_n by B_{n+1}=A_n and retain n>=0.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-041,p02,homology.tex,homology.tex:7060-7062,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The rearranged total-complex equation has the wrong sign and places the existential qualifier after its justification.","Moving the preceding term across the equality yields a positive term; y_1 must be introduced before explaining why it exists.","Restore the positive sign and move 'for some y_1 in A_2^1' next to the equation.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-042,p02,homology.tex,homology.tex:7538-7571,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Four occurrences print colim_I F direct-sum G without parentheses.","The construction takes the colimit of the pointwise direct-sum functor F direct-sum G, not the direct sum of colim F with the functor G.","Write colim_I(F direct-sum G) at all four loci.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-043,p02,homology.tex,homology.tex:7624,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The third term of the inverse-system sequence is printed N_i.","The three declared inverse systems are K_i, L_i, and M_i; N_i is undefined.","Replace N_i by M_i.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-044,p02,homology.tex,homology.tex:7866,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Termwise surjectivity is stated for 'the map' while the degree n is unquantified.","The induction requires surjectivity in every cohomological degree.","Insert 'for every n in Z' before the map.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-045,p02,homology.tex,homology.tex:7878,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The induction hypothesis calls the fixed-degree group lim K_gamma^n acyclic.","Acyclicity is a property of the inverse-limit complex, not of a single abelian group in degree n.","Replace K_gamma^n by K_gamma^bullet under the limit.",pending_canon_intake_2026-08-25_source-emendation_applied_in_target
HOMOLOGY-046,p02,homology.tex,homology.tex:7648,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The result of taking limits is called a 'system of limits'.","The displayed result is a sequence of three limit objects and two maps, not a new inverse system.","Replace 'system of limits' by 'sequence of limits'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-047,p02,homology.tex,homology.tex:5427-5430,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Two passive constructions omit the auxiliary verb in 'Let ... induced'.","The morphisms are induced by the preceding maps, so English grammar requires 'be induced'.","Insert 'be' at both loci.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-048,p02,homology.tex,homology.tex:5680;5977,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The repeated relative clause reads 'which has countable direct sums and countable direct sums are exact'.","The second conjunct is another assertion about the category and needs the relative phrase 'in which'.","Insert 'in which' at both loci.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-049,p02,homology.tex,homology.tex:5781,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The phrase 'we have E_r ... is an object' omits the complementizer.","The finite clause following 'have' requires 'that'.","Insert 'that'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-050,p02,homology.tex,homology.tex:5786;6088,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The repeated phrase says the singular description 'hold'.","The singular subject 'description' requires 'holds'.","Replace 'hold' by 'holds' at both loci.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-051,p02,homology.tex,homology.tex:5793;6102,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The repeated idiom reads 'translates into a straightforward manner into'.","English requires 'in a ... manner' before the target introduced by the second 'into'.","Replace the first 'into' by 'in' at both loci.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-052,p02,homology.tex,homology.tex:6293-6294,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"An introductory prepositional phrase ends with a period and the following 'Let' begins an unintended fragment.","The two lines form one sentence introducing the notation in the situation of the cited definition.","Replace the period by a comma and lowercase 'Let'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-053,p02,homology.tex,homology.tex:6468;6470,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Two clauses say 'there exist' before a single integer p_0(n) or p_1(n).","Each quantified object is singular.","Replace 'exist' by 'exists' at both loci.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-054,p02,homology.tex,homology.tex:6828,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The sentence omits its subject and uses 'analogues' as an adjective.","The intended clause is 'for which we do not (yet) have the analogous results'.","Insert 'we' and replace 'analogues' by 'analogous'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-055,p02,homology.tex,homology.tex:6924,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The sentence refers to two cocycles but says 'their image ... are'.","There are two images, matching the plural verb.","Replace 'image' by 'images'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-056,p02,homology.tex,homology.tex:7222-7240,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"Three phrases use 'an' before surjective or projective.","Both adjectives begin with a consonant sound.","Replace 'an' by 'a' at all three loci.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-057,p02,homology.tex,homology.tex:7356,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The phrase 'as In Lemma' capitalizes the preposition inside a sentence.","The reference continues the same sentence.","Lowercase 'In'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-058,p02,homology.tex,homology.tex:7547,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The phrase 'defines natural transformation' omits the article.","The singular count noun requires an indefinite article.","Insert 'a'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
HOMOLOGY-059,p02,homology.tex,homology.tex:7832,483CAF01B4BD164DBC9103D76196E294E00EFE17E706178ECF2DC2C1DEF4ABE0,"The sentence 'Thus an exact sequence' contains no finite verb.","The paragraph announces the displayed exact sequence.","Write 'Thus we have an exact sequence'.",pending_canon_intake_2026-08-25_authority_unchanged_target-prose-naturalized
DERIVED-001,p02,derived.tex,derived.tex:1340,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says i composed with g equals a, but g is undefined in this proof.","The distinguished triangle at line 1337 names its second arrow u; the diagram at lines 1344-1348 also labels that arrow u; exactness factors a through u.","Replace i \\circ g = a by i \\circ u = a.",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-002,p02,derived.tex,derived.tex:1423,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The right vertical arrow is labelled g[1].","The corresponding left vertical arrow is k : X to X double-prime, so functoriality of the shift requires k[1]; g is a different horizontal triangle arrow.","Replace \\ar[d]^{g[1]} by \\ar[d]^{k[1]}.",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-003,p02,derived.tex,derived.tex:1445,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof calls its enclosing numbered unit a lemma.","The unit opened at line 1359 and closed at line 1368 is a proposition.","Replace 'first statement of the lemma' by 'first statement of the proposition'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-004,p02,derived.tex,derived.tex:1521,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence contains the duplicated finite verb 'is is'.","One copula is grammatically sufficient.","Replace 'Hence S-prime is is a' by 'Hence S-prime is a'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-005,p02,derived.tex,derived.tex:2061-2062,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The parenthetical sentence says 'It is also follows'.","The auxiliary is is extraneous before the finite verb follows.","Replace 'It is also follows' by 'It also follows'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-006,p02,derived.tex,derived.tex:2204,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says that S is multiplicative system.","The singular count noun multiplicative system requires an indefinite article.","Insert 'a' before multiplicative system.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-007,p02,derived.tex,derived.tex:2361,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof applies Hom_D-prime(W,-) although X and G(C) lie in D.","F maps D to D-prime and G maps D-prime to D; the triangle G(A) to G(B) to X and the comparison X to G(C) are in D.","Replace Hom_D-prime(W,-) by Hom_D(W,-).",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-008,p02,derived.tex,derived.tex:2362,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The Yoneda test object W is said to lie in D-prime.","The representable functor is applied to objects X and G(C) of D.","Replace D-prime by D for the category of W.",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-009,p02,derived.tex,derived.tex:2364,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"Both displayed Hom groups are subscripted by D-prime.","Both arguments X and G(C) are objects of D; this bijection is used with Yoneda in D.","Replace both D-prime subscripts by D.",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-010,p02,derived.tex,derived.tex:2424-2425,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The definition reads 'We set ... be the category'.","The infinitive construction requires 'We let ... be'.","Replace 'We set' by 'We let'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-011,p02,derived.tex,derived.tex:2533,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'A matrix computation show'.","The singular subject requires a singular finite verb.","Replace 'show' by 'shows'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-012,p02,derived.tex,derived.tex:2855,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"One displayed exact sequence is called 'exact sequences'.","The Let construction has one singular displayed subject.","Replace 'be termwise split exact sequences' by 'be a termwise split exact sequence'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-013,p02,derived.tex,derived.tex:3129,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The first cone triangle tuple omits its first arrow f.","A triangle is a sextuple and the surrounding sentence compares the cone triangles of f and tilde f.","Insert f between C(f) and i.",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-014,p02,derived.tex,derived.tex:3130,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The second cone triangle tuple omits its first arrow tilde f.","It is the corresponding sextuple for the cone of tilde f.","Insert tilde f between C(tilde f) and tilde i.",pending_canon_intake_2026-08-25_source-emendation-applied-in-target
DERIVED-015,p02,derived.tex,derived.tex:3422,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The sentence says 'isomorphic to an termwise split injection'.","The consonant-initial phrase 'termwise split injection' requires the article 'a'.","Replace 'an termwise split injection' by 'a termwise split injection'.",pending_canon_intake_2026-08-25_authority-unchanged-target-prose-naturalized
DERIVED-016,p02,derived.tex,derived.tex:3651,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"Reader prose contains the literal placeholder '(insert future reference here)'.","The immediately following sentence already gives the precise Homology lemmas for the compatibility and agreement being asserted.","Delete the unresolved editorial placeholder.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-017,p02,derived.tex,derived.tex:3702,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The definition says 'We denote H^0 ... the unique functor'.","The English construction requires 'denote by X the object'; the preposition is missing.","Insert 'by' after 'denote'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-018,p02,derived.tex,derived.tex:3968,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The lemma says 'The functor ... defined has the natural structure'.","The postpositive participle is incomplete; the lemma refers back to the preceding construction.","Replace 'defined has' by 'defined above has' (or 'just defined has').",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-019,p02,derived.tex,derived.tex:4056,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The lemma introduces 'a short exact sequences of complexes'.","The indefinite article and single displayed row require the singular noun.","Replace 'a short exact sequences' by 'a short exact sequence'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-020,p02,derived.tex,derived.tex:4062,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The lemma says the delta-functor maps 'the short exact sequences' although it has introduced exactly one sequence.","The following line repeats the same single displayed sequence.","Replace plural 'sequences' by singular 'sequence'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-021,p02,derived.tex,derived.tex:4361,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says 'For the last one the statement we have to do a little bit of work'.","The noun phrase 'the statement' has no grammatical role and breaks the finite-clause construction.","Delete 'the statement'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-022,p02,derived.tex,derived.tex:5260,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says 'there exists quasi-isomorphism'.","The singular count noun requires an indefinite article.","Insert 'a' before 'quasi-isomorphism'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-023,p02,derived.tex,derived.tex:5454,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says Im(d^0)=Ker(d^1) 'is an elements' of I.","The subject is singular.","Replace 'an elements' by 'an element'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-024,p02,derived.tex,derived.tex:5459,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The conclusion calls F(A)[0] to F(I^bullet) an isomorphism.","The goal at line 5437 is quasi-isomorphism; I^bullet generally has nonzero terms away from degree zero, while the proof establishes cohomology isomorphisms rather than a chainwise isomorphism.","Replace 'is an isomorphism as desired' by 'is a quasi-isomorphism as desired'.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-025,p02,derived.tex,derived.tex:5580,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The formula H^i(RF(A[0])=0 is missing the closing parenthesis of the outer H^i application.","The invoked negative-vanishing lemma and the surrounding proof require H^i(RF(A[0]))=0.","Insert the missing ')' after RF(A[0]).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-026,p02,derived.tex,derived.tex:5922,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The definition says 'We let D_B(A) the full subcategory'.","The let construction requires the infinitive 'be' before its predicate complement.","Insert 'be' after D_B(A).",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-027,p02,derived.tex,derived.tex:5948,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says the summands are 'kernels of maps between maps of objects of B'.","The repeated word maps makes the phrase malformed; each summand is the kernel of an idempotent endomorphism of H^n(X direct-sum Y), an object of B.","Delete the second 'maps of', yielding 'kernels of maps between objects of B'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-028,p02,derived.tex,derived.tex:6128,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The formula X,Y in Ob(A)) has an unmatched extra closing parenthesis.","The object-class expression Ob(A) is already balanced.","Delete the extra ')' after Ob(A).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-029,p02,derived.tex,derived.tex:6197,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"After proving faithfulness the proof says 'Fully faithfulness is proved in the exact same manner'.","The remaining property is fullness, and 'fully faithfulness' is ungrammatical.","Replace 'Fully faithfulness' by 'Fullness'.",pending_canon_intake_2026-08-25-authority-unchanged-target-prose-naturalized
DERIVED-030,p02,derived.tex,derived.tex:4727,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The ind-object is indexed by s' : Y' to Y, reversing the arrows in the filtered category Y/S.","Lines 4527-4529 define objects of Y/S as arrows s' : Y to Y' with fixed source Y; the surrounding diagram at lines 4707-4712 uses that direction, and the proof then factors s'' = h composed with s'.","Reverse the index arrow to s' : Y to Y'.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-031,p02,derived.tex,derived.tex:4842,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The restriction on Y/S is written G|_{Y/S}, but G is undefined in the standing situation.","Only F is defined; the same paragraph, displayed direct sum, and conclusion consistently use F on both X/S and Y/S.","Replace G|_{Y/S} by F|_{Y/S}.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-032,p02,derived.tex,derived.tex:4845,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The product pullback is written G|_{Y/S} composed with pr_2, but G is undefined.","This is the pullback of the single functor F restricted to Y/S; the immediately following displayed formula and conclusion use F|_{Y/S}.","Replace G|_{Y/S} composed with pr_2 by F|_{Y/S} composed with pr_2.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-033,p02,derived.tex,derived.tex:6297,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The construction writes I_0/A although it has just embedded A into I^0.","The induced differential is d^0 : I^0 to I^1 and no object I_0 is defined; the next cokernel must be I^0/A.","Replace I_0/A by I^0/A.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-034,p02,derived.tex,"derived.tex:6326,6328,6330,6333,6338",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"Five occurrences use h^{n-1} where the homotopy extension argument requires h^n.","The stated identity is alpha^n=d_I^{n-1}h^n+h^{n+1}d_K^n. Only alpha^n-d_I^{n-1}h^n is defined on K^n, vanishes on Ker(d_K^n), descends to Im(d_K^n), and has the cancellation shown in the display; h^{n-1} is ill-typed in all five loci.","Replace h^{n-1} by h^n at the five linked loci.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-035,p02,derived.tex,"derived.tex:6412,6502",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"Two invocations of Lemma make-injective write tilde alpha : K to tilde L^bullet.","The source object throughout both lemmas is the complex K^bullet; plain K is undefined and omits the cochain-complex decoration.","Restore K^bullet in both displayed inline maps.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-036,p02,derived.tex,derived.tex:6532,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The homotopy correction is printed as (d h^n + h^{n+1}) d.","The two summands inside the printed parentheses have incompatible types. The degree-n homotopy coboundary is d_I h^n + h^{n+1} d_L.","Move the final composition with d inside the second summand: (d h^n + h^{n+1} d).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-037,p02,derived.tex,derived.tex:6600,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The enumerated lemma contains the literal item 'add more here.'.","This is an unresolved authoring placeholder, not a mathematical hypothesis or conclusion; the proof establishes the three substantive clauses (1)-(3).","Delete the placeholder item.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-038,p02,derived.tex,"derived.tex:6844-6845",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The projective-resolution short-exact-sequence lemma twice places its complexes and diagram in Comp^+(A).","The lemma is the stated dual of the injective-resolution result; projective resolutions are bounded above, and the surrounding projective section consistently uses the minus-bounded category.","Replace both Comp^+(A) occurrences by Comp^-(A).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-039,p02,derived.tex,derived.tex:6962,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says 'Part (2) is a direct consequences of part (1)'.","The singular article and finite verb require the singular noun; this is a grammatical typo rather than a mathematical change.","Replace 'a direct consequences' by 'a direct consequence'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-040,p02,derived.tex,derived.tex:7113,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The definition says 'There exists a i << 0'.","The variable name begins with a vowel sound, so the English indefinite article must be 'an'; this is a grammatical typo only.","Replace 'a i' by 'an i'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-041,p02,derived.tex,derived.tex:7278,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The introduction says 'Suppose that A, B, C be abelian categories'.","After 'suppose that', the plural subject requires the finite indicative 'are'; the printed 'be' is ungrammatical.","Replace 'be abelian categories' by 'are abelian categories'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-042,p02,derived.tex,"derived.tex:7303,7305",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The displayed canonical map ends with a full stop before the following predicate, which then says 'is isomorphism'.","The displayed map is the subject of the continuing sentence; its internal full stop must be removed, and the singular count noun requires the article 'an'.","Remove the terminal full stop after RF and change 'is isomorphism' to 'is an isomorphism'.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-043,p02,derived.tex,derived.tex:7320,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The displayed composite is printed as G(F(I^bullet))) with three closing parentheses.","Only two parentheses are opened by G(F(...)); the third closing parenthesis is unmatched and breaks the formula.","Replace G(F(I^bullet))) by G(F(I^bullet)).",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-044,p02,derived.tex,"derived.tex:7330-7331",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The Grothendieck spectral-sequence lemma begins with 'With assumptions ... and assuming ... .' as a sentence fragment.","The prepositional and participial phrase has no main predicate; it is intended to impose the preceding lemma's hypotheses and its equivalent conditions.","Rewrite as 'Assume the hypotheses of Lemma ... and that the equivalent conditions (1) and (2) hold.'",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-045,p02,derived.tex,"derived.tex:7575-7576",EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"For i:K->I, i':K->J and a:I->J, the remark prints i'=i composed with a as morphisms in K+(I).","The printed composite is ill-typed: a composed with i is the map K->J. Moreover K need not be injective, so i and i' are morphisms in K+(A), while a alone lies in K+(I).","Replace i'=i o a by i'=a o i and replace K+(I) by K+(A) in the equality clause.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-046,p02,derived.tex,derived.tex:7396,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says 'Fully faithfulness is a consequence of'.","The standard noun phrase is 'full faithfulness'; the adverb 'fully' cannot modify the noun 'faithfulness'.","Replace 'Fully faithfulness' by 'Full faithfulness'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
DERIVED-047,p02,derived.tex,derived.tex:7570,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The remark says the proof shows that any two localization functors are canonically isomorphic.","The section defines and constructs injective resolution functors j; the cited proof establishes uniqueness for these. Elsewhere localization functor denotes Q, not the objects compared here.","Replace 'localization functors' by 'resolution functors'.",pending_canon_intake_2026-08-25-source-emendation-applied-in-target
DERIVED-048,p02,derived.tex,derived.tex:7676,EFDA4CB361DD40909D1991161EAE716E58B6CF9E79380971502E1DA12396D402,"The proof says 'it rests to show that the construction above is functorial'.","The idiomatic predicate for the outstanding proof obligation is 'it remains to show'; 'rests to show' is an English usage error.","Replace 'it rests to show' by 'it remains to show'.",pending_canon_intake_2026-08-25-target-prose-was-already-idiomatic
